org,file_,URL,File,Lines_of_code,Require,Ensure,Include,Attribute,Hard_coded_string,Comment,Command,File_mode,SSH_KEY,defect_status
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/fuel-plugin-celebrer/deployment_scripts/puppet/modules/celebrer/manifests/agent.pp,0,0,65,1,2,4,12,7,18,0,0,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppetlabs-cinder/manifests/api.pp,0,0,68,1,2,4,21,13,1,1,0,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/venv/manifests/venv.pp,0,0,55,2,0,2,10,1,12,2,0,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/gerrit/manifests/init.pp,4,25,616,25,28,62,205,137,86,0,17,17,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/jeepyb/manifests/init.pp,0,0,47,1,5,7,6,1,5,0,0,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_stats/manifests/db.pp,0,0,40,0,0,0,6,2,12,0,0,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/docker_registry/manifests/init.pp,3,9,344,16,15,31,134,91,89,0,9,9,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/gerrit/manifests/hideci.pp,0,2,36,2,3,5,7,3,8,0,0,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/pmlc_nova/manifests/init.pp,0,0,80,0,0,1,4,6,12,0,0,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_stats/manifests/dev.pp,1,3,109,4,2,6,30,15,13,3,3,3,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/puppet/manifests/facter.pp,0,3,34,2,3,5,13,11,7,0,1,1,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/zabbix/manifests/agent.pp,0,2,94,2,3,8,15,13,34,0,2,2,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/racks/manifests/webapp.pp,4,3,197,3,10,13,91,60,34,2,3,3,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-kafka/manifests/server.pp,0,9,313,7,6,13,35,21,128,1,3,3,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-module-keepalived/manifests/instance.pp,0,0,22,1,0,2,5,4,0,0,0,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/web.pp,0,0,23,0,0,0,0,0,8,0,0,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/lodgeit/manifests/database.pp,0,0,9,0,0,3,0,0,4,0,0,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/tpi/server.pp,0,0,37,0,1,1,16,13,4,0,0,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/jenkins/slave/infra.pp,0,0,11,0,0,0,0,0,4,0,0,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/log_storage/manifests/logstashforwarder.pp,0,1,33,1,0,1,6,4,9,0,1,1,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/obs_server/manifests/init.pp,0,1,84,8,9,19,32,12,15,0,1,1,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-concat/manifests/fragment.pp,0,1,49,0,1,1,9,0,15,0,1,1,1
